SET_CN,SETTING_ID,MEASUREMENT_DATE,MEASUREMENT_NO,COUNTY,PLOT,TREE_CN,TAG_ID,LIVE_DEAD,SPECIES_SYMBOL,DIAMETER,TPA_EQUIV,BASAL_AREA_EQUIV,HEIGHT,HEIGHT_METHOD,CROWN_RATIO,CROWN_CLASS,AGE,AGE_METHOD,RADIAL_GROWTH,RADIAL_GROWTH_METHOD,HEIGHT_GROWTH,HEIGHT_GROWTH_METHOD,SNAG_DECAY_CLASS
1621245010602,300107751001,10/2/2009,2,077,1,11026015010602,0019,L,PICO,4.400,299.86000,31.6620,39.0000,C,20,CO,58,DC,3,C,,,
1621245010602,300107751001,10/2/2009,2,077,1,11026012010602,0020,L,ABLA,,599.72000,,0.3000,M,40,OV,,,,,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012914010602,0001,L,PICO,8.200,24.00000,8.8014,68.0000,M,20,CO,119,DM,2,M,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012913010602,0002,D,PICO,6.300,24.00000,5.1953,52.0000,M,,,,,,,,,1
1619180010602,300200750582,9/26/2010,2,007,1,11012915010602,0003,L,PICO,11.800,24.00000,18.2260,74.0000,M,20,CO,154,DM,4,M,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012900010602,0004,L,PICO,8.400,24.00000,9.2360,68.0000,C,20,CO,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012907010602,0005,L,PICO,9.900,24.00000,12.8291,74.0000,C,30,CO,154,DC,4,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012892010602,0006,L,PICO,5.300,24.00000,3.6769,68.0000,C,30,IN,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012896010602,0007,L,PICO,7.200,24.00000,6.7856,68.0000,C,10,CO,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012910010602,0008,L,PICO,10.900,24.00000,15.5518,74.0000,C,30,CO,154,DC,4,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012897010602,0009,L,PICO,7.600,24.00000,7.5606,68.0000,C,20,IN,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012901010602,0010,L,PICO,8.800,24.00000,10.1366,68.0000,C,20,CO,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012893010602,0011,L,PICO,5.400,24.00000,3.8169,68.0000,C,10,IN,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012904010602,0012,L,PICO,9.500,24.00000,11.8134,74.0000,C,20,CO,154,DC,4,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012903010602,0013,L,PICO,9.400,24.00000,11.5660,74.0000,C,20,CO,154,DC,4,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012894010602,0014,L,PICO,5.500,24.00000,3.9596,68.0000,C,20,IN,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012898010602,0015,L,PICO,7.800,24.00000,7.9637,68.0000,C,20,CO,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012909010602,0016,D,PICO,10.400,24.00000,14.1577,78.0000,M,,,,,,,,,1
1619180010602,300200750582,9/26/2010,2,007,1,11012908010602,0017,D,PICO,10.000,24.00000,13.0896,82.0000,M,,,,,,,,,1
1619180010602,300200750582,9/26/2010,2,007,1,11012905010602,0018,D,PICO,9.600,24.00000,12.0634,57.0000,M,,,,,,,,,1
1619180010602,300200750582,9/26/2010,2,007,1,11012895010602,0019,L,PICO,6.900,24.00000,6.2320,68.0000,C,20,CO,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012911010602,0020,D,PICO,12.700,24.00000,21.1122,83.0000,M,,,,,,,,,1
1619180010602,300200750582,9/26/2010,2,007,1,11012899010602,0021,L,PICO,8.100,24.00000,8.5881,68.0000,C,30,CO,119,DC,2,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012902010602,0022,L,PICO,9.200,24.00000,11.0790,74.0000,C,30,CO,154,DC,4,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012912010602,0023,D,PICO,5.200,24.00000,3.5394,37.0000,M,,,,,,,,,2
1619180010602,300200750582,9/26/2010,2,007,1,11012906010602,0024,L,PICO,9.600,24.00000,12.0634,74.0000,C,30,CO,154,DC,4,C,,,
1619180010602,300200750582,9/26/2010,2,007,1,11012916010602,0025,L,PSME,,600.00000,,4.0000,M,90,OV,,,,,1.7,M,
1619180010602,300200750582,9/26/2010,2,007,1,11012891010602,0026,L,ABLA,,1799.00000,,2.0000,M,90,OV,,,,,0.1,M,
1619182010602,300200750592,9/26/2010,2,007,1,11012925010602,0001,D,PICO,12.200,24.00000,19.4826,43.0000,M,,,,,,,,,1
1619182010602,300200750592,9/26/2010,2,007,1,11012927010602,0002,D,PICO,13.000,24.00000,22.1214,45.0000,M,,,,,,,,,1
1619182010602,300200750592,9/26/2010,2,007,1,11012924010602,0003,L,PICO,5.900,24.00000,4.5565,35.0000,M,10,IN,89,DM,5,M,,,
1619182010602,300200750592,9/26/2010,2,007,1,11012920010602,0004,L,PIAL,7.700,24.00000,7.7608,43.0000,M,70,CO,102,DM,6,M,,,
1619182010602,300200750592,9/26/2010,2,007,1,11012917010602,0005,L,PIAL,5.300,24.00000,3.6769,43.0000,C,50,IN,102,DC,6,C,,,
1619182010602,300200750592,9/26/2010,2,007,1,11012922010602,0006,D,PICO,11.400,24.00000,17.0112,44.0000,M,,,,,,,,,1
1619182010602,300200750592,9/26/2010,2,007,1,11012919010602,0007,D,PIAL,7.700,24.00000,7.7608,38.0000,M,,,,,,,,,3
1619182010602,300200750592,9/26/2010,2,007,1,11012918010602,0008,D,PIAL,6.600,24.00000,5.7018,34.0000,M,,,,,,,,,3
1619182010602,300200750592,9/26/2010,2,007,1,11012926010602,0009,D,PICO,21.100,24.00000,58.2762,55.0000,M,,,,,,,,,1
1619182010602,300200750592,9/26/2010,2,007,1,11012923010602,0010,L,PICO,1.000,300.00000,1.6362,9.0000,M,80,IN,30,TM,,,1.5,M,
1619182010602,300200750592,9/26/2010,2,007,1,11012921010602,0011,L,PIAL,,900.00000,,1.0000,M,80,OV,,,,,0.5,M,
1626993010602,300200750622,9/29/2008,2,007,1,,,,,,,,,,,,,,,,,,
1626999010602,300200751132,9/29/2009,2,007,1,11057860010602,0001,L,PIEN,6.000,24.07000,4.7260,35.0000,M,75,IN,104,DM,7,M,,,
1626999010602,300200751132,9/29/2009,2,007,1,11057856010602,0002,D,PICO,12.800,24.07000,21.5086,62.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057849010602,0003,D,PICO,9.200,24.07000,11.1114,57.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057848010602,0004,D,PICO,9.200,24.07000,11.1114,55.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057853010602,0005,D,PICO,13.200,24.07000,22.8738,54.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057854010602,0006,D,PICO,6.400,24.07000,5.3771,31.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057852010602,0007,D,PICO,11.700,24.07000,17.9706,58.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057859010602,0008,L,PIEN,7.700,24.07000,7.7835,35.0000,C,85,IN,104,DC,7,C,,,
1626999010602,300200751132,9/29/2009,2,007,1,11057851010602,0009,D,PICO,11.300,24.07000,16.7629,65.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057850010602,0010,D,PICO,11.200,24.07000,16.4675,62.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057843010602,0011,L,ABLA,5.200,24.07000,3.5498,33.0000,M,75,IN,79,DM,7,M,,,
1626999010602,300200751132,9/29/2009,2,007,1,11057855010602,0012,D,PICO,11.800,24.07000,18.2791,62.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057847010602,0013,D,PIAL,10.800,24.07000,15.3122,51.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057857010602,0014,D,PICO,14.800,24.07000,28.7551,69.0000,M,,,,,,,,,1
1626999010602,300200751132,9/29/2009,2,007,1,11057858010602,0015,L,PICO,,599.72000,,0.2000,M,50,OV,,,,,,,
1626999010602,300200751132,9/29/2009,2,007,1,11057844010602,0016,L,ABLA,,899.58000,,0.3000,M,70,OV,,,,,,,
1626999010602,300200751132,9/29/2009,2,007,1,11057846010602,0017,L,ABLA,,899.58000,,3.0000,M,70,OV,,,,,,,
1626999010602,300200751132,9/29/2009,2,007,1,11057845010602,0018,L,ABLA,,599.72000,,1.0000,M,70,OV,,,,,,,
1621249010602,300204351222,10/6/2009,2,043,1,11026045010602,0001,D,PICO,13.300,24.07000,23.2217,47.0000,M,,,,,,,,,1
1621249010602,300204351222,10/6/2009,2,043,1,11026042010602,0002,D,PICO,13.800,24.07000,25.0005,60.0000,M,,,,,,,,,1
1621249010602,300204351222,10/6/2009,2,043,1,11026043010602,0003,D,PICO,8.900,24.07000,10.3985,8.0000,M,,,,,,,,,3
1621249010602,300204351222,10/6/2009,2,043,1,11026044010602,0004,D,PICO,12.000,24.07000,18.9040,60.0000,M,,,,,,,,,2
1621249010602,300204351222,10/6/2009,2,043,1,11026046010602,0005,L,PSME,,899.58000,,1.0000,M,60,OV,,,,,,,
1621249010602,300204351222,10/6/2009,2,043,1,11026047010602,0006,L,PSME,,899.58000,,2.0000,M,40,OV,,,,,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026048010602,0001,L,PIPO,25.400,24.07000,84.6952,81.0000,M,25,DO,127,DM,8,M,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026059010602,0002,L,PSME,8.100,24.07000,8.6131,36.0000,M,30,IN,69,DM,5,M,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026050010602,0003,L,PSME,7.200,24.07000,6.8054,36.0000,C,10,IN,69,DC,5,C,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026057010602,0004,D,PSME,5.300,24.07000,3.6876,33.0000,M,,,,,,,,,1
1621251010602,300204351232,10/4/2009,2,043,1,11026060010602,0005,L,PSME,12.400,24.07000,20.1853,65.0000,M,35,CO,86,DM,9,M,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026055010602,0006,L,PSME,11.400,24.07000,17.0609,65.0000,C,20,CO,86,DC,9,C,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026058010602,0007,D,PSME,6.500,24.07000,5.5465,38.0000,M,,,,,,,,,1
1621251010602,300204351232,10/4/2009,2,043,1,11026056010602,0008,L,PSME,11.700,24.07000,17.9706,65.0000,C,30,CO,86,DC,9,C,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026051010602,0009,L,PSME,8.200,24.07000,8.8271,36.0000,C,40,CO,69,DC,5,C,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026049010602,0010,L,PSME,6.600,24.07000,5.7185,36.0000,C,10,IN,69,DC,5,C,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026054010602,0011,L,PSME,9.400,24.07000,11.5997,65.0000,C,30,CO,86,DC,9,C,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026052010602,0012,L,PSME,8.400,24.07000,9.2630,36.0000,C,10,IN,69,DC,5,C,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026061010602,0013,L,PSME,14.000,24.07000,25.7304,65.0000,M,20,CO,94,DM,5,M,,,
1621251010602,300204351232,10/4/2009,2,043,1,11026053010602,0014,L,PSME,9.300,24.07000,11.3542,65.0000,C,35,IN,86,DC,9,C,,,
1619252010602,300204351252,7/29/2010,2,043,1,11013404010602,0001,D,PICO,6.000,24.07000,4.7260,42.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013400010602,0002,D,PICO,7.200,24.07000,6.8054,40.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013398010602,0003,D,PICO,6.100,24.07000,4.8848,39.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013401010602,0004,D,PICO,7.500,24.07000,7.3844,44.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013403010602,0005,D,PICO,8.600,24.07000,9.7093,45.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013399010602,0006,D,PICO,7.000,24.07000,6.4326,39.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013405010602,0007,D,PICO,6.100,24.07000,4.8848,44.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013402010602,0008,D,PICO,8.500,24.07000,9.4848,43.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013406010602,0009,D,PICO,9.400,24.07000,11.5997,48.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013397010602,0010,D,PIAL,8.600,24.07000,9.7093,39.0000,M,,,,,,,,,1
1619252010602,300204351252,7/29/2010,2,043,1,11013396010602,0011,L,ABLA,,299.86000,,1.0000,M,50,OV,10,,,,,,
1619254010602,300204351272,7/28/2010,2,043,1,11013409010602,0001,D,PICO,15.800,24.07000,32.7722,64.0000,M,,,,,,,,,1
1619254010602,300204351272,7/28/2010,2,043,1,11013407010602,0002,D,PICO,13.100,24.07000,22.5286,55.0000,M,,,,,,,,,1
1619254010602,300204351272,7/28/2010,2,043,1,11013408010602,0003,D,PICO,14.000,24.07000,25.7304,69.0000,M,,,,,,,,,1
1619320010602,300204351292,11/17/2009,2,043,1,11014014010602,0001,L,PICO,6.300,24.07000,5.2104,44.0000,M,20,CO,136,DM,4,M,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013985010602,0002,L,PICO,5.100,24.07000,3.4145,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013996010602,0003,D,PICO,5.600,24.07000,4.1169,44.0000,M,,,,,,,,,1
1619320010602,300204351292,11/17/2009,2,043,1,11013986010602,0004,L,PICO,5.200,24.07000,3.5498,44.0000,C,15,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013984010602,0005,L,PICO,5.000,24.07000,3.2819,44.0000,C,15,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013992010602,0006,D,PICO,5.400,24.07000,3.8281,47.0000,M,,,,,,,,,1
1619320010602,300204351292,11/17/2009,2,043,1,11013994010602,0007,L,PICO,5.500,24.07000,3.9712,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013988010602,0008,L,PICO,5.300,24.07000,3.6876,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013989010602,0009,L,PICO,5.300,24.07000,3.6876,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013997010602,0010,L,PICO,5.700,24.07000,4.2652,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013999010602,0011,D,PICO,5.900,24.07000,4.5698,49.0000,M,,,,,,,,,1
1619320010602,300204351292,11/17/2009,2,043,1,11014002010602,0012,D,PICO,6.700,24.07000,5.8931,51.0000,M,,,,,,,,,1
1619320010602,300204351292,11/17/2009,2,043,1,11014001010602,0013,D,PICO,6.300,24.07000,5.2104,54.0000,M,,,,,,,,,1
1619320010602,300204351292,11/17/2009,2,043,1,11013987010602,0014,L,PICO,5.200,24.07000,3.5498,44.0000,C,15,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014000010602,0015,L,PICO,6.100,24.07000,4.8848,44.0000,C,25,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013990010602,0016,D,PICO,5.300,24.07000,3.6876,45.0000,M,,,,,,,,,1
1619320010602,300204351292,11/17/2009,2,043,1,11013991010602,0017,L,PICO,5.300,24.07000,3.6876,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013995010602,0018,L,PICO,5.500,24.07000,3.9712,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013998010602,0019,L,PICO,5.800,24.07000,4.4162,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013993010602,0020,L,PICO,5.400,24.07000,3.8281,44.0000,C,20,CO,136,DC,4,C,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013982010602,0021,L,ABLA,,299.86000,,0.1000,M,60,OV,,,,,,,
1619320010602,300204351292,11/17/2009,2,043,1,11013983010602,0022,L,ABLA,,599.72000,,0.1000,M,60,OV,,,,,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014005010602,0023,L,PICO,2.800,299.86000,12.8218,30.0000,M,10,IN,53,TM,,,3,M,
1619320010602,300204351292,11/17/2009,2,043,1,11014006010602,0024,L,PICO,2.800,299.86000,12.8218,30.0000,M,20,IN,53,TC,,,3,M,
1619320010602,300204351292,11/17/2009,2,043,1,11014011010602,0025,L,PICO,3.700,299.86000,22.3891,40.0000,M,15,IN,75,DM,4,M,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014013010602,0026,L,PICO,4.900,299.86000,39.2668,44.0000,M,20,CO,105,DM,3,M,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014010010602,0027,L,PICO,3.600,299.86000,21.1953,44.0000,M,15,CO,99,DM,3,M,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014007010602,0028,L,PICO,3.400,299.86000,18.9056,40.0000,M,15,IN,93,DM,3,M,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014009010602,0029,L,PICO,3.600,299.86000,21.1953,41.0000,M,20,CO,97,DM,3,M,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014004010602,0030,L,PICO,2.800,299.86000,12.8218,30.0000,M,5,IN,53,TC,,,3,M,
1619320010602,300204351292,11/17/2009,2,043,1,11014003010602,0031,L,PICO,2.100,299.86000,7.2123,30.0000,M,5,IN,53,TC,,,2.5,M,
1619320010602,300204351292,11/17/2009,2,043,1,11014008010602,0032,L,PICO,3.500,299.86000,20.0341,42.0000,M,15,CO,96,DM,3,M,,,
1619320010602,300204351292,11/17/2009,2,043,1,11014012010602,0033,L,PICO,3.900,299.86000,24.8750,40.0000,M,15,IN,92,DM,3,M,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026178010602,0001,D,PICO,5.500,24.07000,3.9712,49.0000,M,,,,,,,,,1
1621263010602,300204351872,10/6/2009,2,043,1,11026179010602,0002,D,PICO,5.800,24.07000,4.4162,50.0000,M,,,,,,,,,2
1621263010602,300204351872,10/6/2009,2,043,1,11026186010602,0003,L,PIEN,10.900,24.07000,15.5971,68.0000,M,45,CO,79,DM,9,M,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026181010602,0004,L,PIEN,10.600,24.07000,14.7504,68.0000,C,25,CO,79,DC,9,C,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026173010602,0005,L,ABLA,6.300,24.07000,5.2104,42.0000,M,45,CO,64,DM,6,M,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026182010602,0006,L,PIEN,11.500,24.07000,17.3615,68.0000,C,30,CO,79,DC,9,C,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026185010602,0007,L,PIEN,8.100,24.07000,8.6131,57.0000,M,40,CO,91,DM,8,M,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026174010602,0008,L,ABLA,12.400,24.07000,20.1853,73.0000,M,35,CO,107,DM,8,M,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026170010602,0009,L,ABLA,8.500,24.07000,9.4848,42.0000,C,30,CO,64,DC,6,C,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026171010602,0010,L,ABLA,9.200,24.07000,11.1114,73.0000,C,15,CO,107,DC,8,C,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026180010602,0011,D,PICO,13.100,24.07000,22.5286,62.0000,M,,,,,,,,,1
1621263010602,300204351872,10/6/2009,2,043,1,11026184010602,0012,L,PIEN,5.700,24.07000,4.2652,43.0000,M,50,IN,77,DM,10,M,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026169010602,0013,L,ABLA,5.400,24.07000,3.8281,42.0000,C,30,IN,64,DC,6,C,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026183010602,0014,L,PIEN,2.200,299.86000,7.9155,14.0000,M,15,OV,17,TM,,,1.8,M,
1621263010602,300204351872,10/6/2009,2,043,1,11026175010602,0015,L,ABLA,,6896.78000,,0.3000,M,40,OV,,,,,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026176010602,0016,L,ABLA,,3298.46000,,1.0000,M,40,OV,,,,,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026172010602,0017,L,ABLA,2.300,899.58000,25.9544,17.0000,M,40,OV,22,TM,,,1.7,M,
1621263010602,300204351872,10/6/2009,2,043,1,11026177010602,0018,L,ABLA,,299.86000,,1.0000,M,40,OV,,,,,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026187010602,0019,L,PIEN,,299.86000,,1.0000,M,40,OV,,,,,,,
1621263010602,300204351872,10/6/2009,2,043,1,11026188010602,0020,L,PIEN,,299.86000,,1.0000,M,40,OV,,,,,,,
1619264010602,300204950692,9/29/2010,2,049,1,11013501010602,0001,D,PIPO,10.900,24.07000,15.5971,63.0000,M,,,,,,,,,1
1619264010602,300204950692,9/29/2010,2,049,1,11013500010602,0002,D,PIPO,6.900,24.07000,6.2501,34.0000,M,,,,,,,,,1
1619224010602,300204950712,9/30/2010,2,049,1,11013214010602,0001,D,PICO,12.100,24.07000,19.2204,61.0000,M,,,,,,,,,1
1619224010602,300204950712,9/30/2010,2,049,1,11013212010602,0002,D,PICO,11.400,24.07000,17.0609,57.0000,M,,,,,,,,,1
1619224010602,300204950712,9/30/2010,2,049,1,11013220010602,0003,L,PSME,5.600,24.07000,4.1169,37.0000,M,60,IN,86,DM,1,M,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013215010602,0004,L,PSME,5.200,24.07000,3.5498,37.0000,C,70,IN,86,DC,1,C,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013213010602,0005,L,PICO,5.500,24.07000,3.9712,42.0000,M,20,CO,96,DM,2,M,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013210010602,0006,D,PICO,8.800,24.07000,10.1662,53.0000,M,,,,,,,,,1
1619224010602,300204950712,9/30/2010,2,049,1,11013221010602,0007,L,PSME,9.600,24.07000,12.0986,,,50,CO,,,,,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013217010602,0008,L,PSME,6.900,24.07000,6.2501,37.0000,C,50,CO,86,DC,1,C,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013219010602,0009,L,PSME,8.900,24.07000,10.3985,37.0000,C,60,CO,86,DC,1,C,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013218010602,0010,L,PSME,8.100,24.07000,8.6131,37.0000,C,60,CO,86,DC,1,C,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013216010602,0011,L,PSME,6.100,24.07000,4.8848,37.0000,C,70,IN,86,DC,1,C,,,
1619224010602,300204950712,9/30/2010,2,049,1,11013211010602,0012,D,PICO,9.200,24.07000,11.1114,47.0000,M,,,,,,,,,1
1619226010602,300204950752,9/30/2010,2,049,1,11013225010602,0001,L,PIPO,6.100,24.07000,4.8848,22.0000,M,50,IN,80,DM,3,M,,,
1619226010602,300204950752,9/30/2010,2,049,1,11013228010602,0002,L,PSME,14.500,24.07000,27.6012,38.0000,M,80,CO,107,DM,5,M,,,
1619226010602,300204950752,9/30/2010,2,049,1,11013222010602,0003,L,JUSC2,12.900,24.07000,21.8459,19.0000,M,90,IN,103,TM,2,M,,,
1619226010602,300204950752,9/30/2010,2,049,1,11013226010602,0004,L,PIPO,11.600,24.07000,17.6647,46.0000,M,80,CO,89,DM,5,M,,,
1619226010602,300204950752,9/30/2010,2,049,1,11013223010602,0005,L,PIPO,9.500,24.07000,11.8478,46.0000,C,70,CO,89,DC,5,C,,,
1619226010602,300204950752,9/30/2010,2,049,1,11013224010602,0006,L,PIPO,11.700,24.07000,17.9706,46.0000,C,70,CO,89,DC,5,C,,,
1619226010602,300204950752,9/30/2010,2,049,1,11013227010602,0007,L,PSME,4.100,299.86000,27.4917,18.0000,M,80,CO,65,DM,5,M,,,
1619226010602,300204950752,9/30/2010,2,049,1,11013229010602,0008,L,PSME,,599.72000,,2.0000,M,70,OV,,,,,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013234010602,0001,L,PIPO,13.700,24.07000,24.6395,45.0000,M,80,DO,150,DM,4,M,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013242010602,0002,L,PSME,6.800,24.07000,6.0703,25.0000,M,80,CO,102,DM,2,M,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013233010602,0003,L,PIPO,9.700,24.07000,12.3519,31.0000,M,30,CO,126,DM,2,M,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013231010602,0004,L,JUSC2,9.400,24.07000,11.5997,16.0000,M,90,DO,66,TM,4,M,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013230010602,0005,L,JUSC2,6.200,24.07000,5.0463,17.0000,M,90,CO,67,TM,1,M,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013243010602,0006,D,PSME,21.700,24.07000,61.8174,9.0000,M,,,,,,,,,4
1619228010602,300204950852,10/1/2010,2,049,1,11013238010602,0007,L,PSME,5.500,24.07000,3.9712,25.0000,C,80,DO,102,DC,2,C,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013239010602,0008,L,PSME,7.000,24.07000,6.4326,25.0000,C,60,CO,102,DC,2,C,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013237010602,0009,L,PSME,5.100,24.07000,3.4145,25.0000,C,40,CO,102,DC,2,C,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013240010602,0010,L,PSME,2.800,299.86000,12.8218,13.0000,M,80,CO,51,TM,,,0.4,M,
1619228010602,300204950852,10/1/2010,2,049,1,11013235010602,0011,L,PSME,1.900,299.86000,5.9039,13.0000,C,20,IN,51,TC,,,0.4,C,
1619228010602,300204950852,10/1/2010,2,049,1,11013241010602,0012,L,PSME,4.100,299.86000,27.4917,19.0000,M,40,CO,59,DM,2,M,,,
1619228010602,300204950852,10/1/2010,2,049,1,11013232010602,0013,L,PIPO,1.500,299.86000,3.6797,9.0000,M,40,IN,31,TM,,,1.2,M,
1619228010602,300204950852,10/1/2010,2,049,1,11013236010602,0014,L,PSME,4.800,299.86000,37.6805,19.0000,C,60,CO,59,DC,2,C,,,
1619184010602,300204950862,9/29/2010,2,049,1,11012928010602,0001,L,PIPO,9.700,24.00000,12.3160,28.0000,M,50,OP,119,TM,10,M,,,
1619184010602,300204950862,9/29/2010,2,049,1,11012929010602,0002,L,PIPO,11.600,24.00000,17.6134,29.0000,M,60,OP,119,DC,10,C,,,
1619184010602,300204950862,9/29/2010,2,049,1,11012930010602,0003,L,PIPO,16.400,24.00000,35.2058,30.0000,M,40,OP,264,DE,6,M,,,
1619470010602,300204951352,9/12/2010,2,049,1,11015427010602,0001,D,PIFL2,7.600,24.07000,7.5826,25.0000,M,,,,,,,,,2
1619470010602,300204951352,9/12/2010,2,049,1,11015419010602,0002,L,PICO,6.900,24.07000,6.2501,32.0000,M,60,CO,87,DM,5,M,,,
